,0,1,2,3
6872,仲山奥理,5,有人陪你变老，有人助你圆梦，完美人生！,2017-07-21
6873,小鸡破逼于,4,皮克斯的东西已然进入太极般四两拨千斤的境界。。。但感觉多少还是有点矫情。。。微微有点遗憾,2009-08-27
6874,南乡子,4,勇气勋章,2010-04-30
6875,fateface,5,最经典的部分在第11-15分钟之间，让人眼泪掉得最快的电影之一。,2010-02-15
6876,小小罗夏呀,4,被高估的片子,2010-07-02
6877,梦魇,3,看的我也想要个这样的房子了，就这么坐在房子里，去看不同的风景遇见不同的人,2017-04-19
6878,喵仙人,-,很好很强大，只要有梦想，一切就来得及,2012-05-23
6879,zubidai,5,好喜欢呀~~,2012-05-22
6880,amen,5,虽然想想很脑残但还是很感人啊。,2012-05-22
6881,安非他命,5,不解释,2012-05-22
6882,元宝宝,3,冒险的旅行！,2017-07-15
6883,肉一,5,我爱皮克斯啊啊啊啊啊啊啊啊~,2009-12-15
6884,Lucifer,4,爱情不死，梦想不灭！,2009-12-17
6885,天之泷,5,爱情的短暂，梦想与现实的背离,2012-01-05
6886,小米=qdmimi,4,认真搞梦的魅力,2009-12-24
6887,一米八五,4,lovely story,2009-12-12
6888,小狮子'多啦A梦,4,追求梦想,2012-06-19
6889,雅克HANS,5,迪斯尼出品，必属精品·····   轻松 幽默···  而且很感动,2011-06-19
6890,Longway Hu,3,岁数大了粗去玩儿最怕那把老骨头吃不住。,2012-09-28
6891,小野潇潇,5,很久没有到电影院看过电影了，3D的动画片真是好，让我置身于云中。气球和天空，气球的配色很好。,2009-08-04
6892,Sammy,5,我喜欢那爱情。,2011-08-19
6893,fallingraining,4,年纪大小也许和实现梦想无关，可当你真正实现的时候就会发觉和自己原本想的压根不同。,2011-09-05
6894,王写写,5,即使没有想象中的那么好，但是依旧温馨，感人，PIXAR万岁。,2009-08-04
6895,颜良辰,5,最美好的冒险就是和你一起厮守到老。,2009-08-06
6896,何小沁,4,想象，为梦插上翅膀,2010-01-28
6897,[已注销],5,因为烂的像狗屎一般的{瓦力}。所以对皮克斯印象极其糟糕。这部终于为皮克斯正名了。只是慢节奏的地方很赞。节奏一块立马变的狗血。好在整体还是很出彩的,2009-11-22
6898,恶魔的步调,5,史上最牛钉子户！,2009-10-26
6899,范筒,5,自己的房子被拆迁了，就去抢别人的房子么！,2011-01-12
6900,|,5,对回忆说再见,2009-06-28
6901,随意,5,往往生活中的小事是最简单，最美好的回忆，而这部就是,2017-05-22
6902,砂糖橘,4,爱情故事部分太理想完美了。有这样的爱情，其他都不重要了。,2017-01-02
6903,罗四夕,3,后半段情节过于夸张了,2016-11-28
6904,lily,5,美好的承诺！,2009-08-08
6905,阿尔法,4,这个电影被睡眠和毛毛给毁了。没看到好的地方。,2010-06-01
6906,路西法尔,3,只能算半部好片，前十五分钟满分都不过分。流于俗套的夺宝和追逐桥段尚可理解，但折腾了一圈最后落到孩子和宠物上……实在太俗了……飞屋的魅力没怎么展现嘛，后半段人物性格自相矛盾处颇多，对探险家精神的处理相当草率。,2015-08-20
6907,独立日,5,爱情与承诺,2011-01-29
6908,栗子の虎醬,5,笑中有泪的动画片。,2009-05-15
6909,沙漠里的一条腿,3,失望,2009-08-08
6910,弥赛亚代言人,4,其实真的不如上一部...,2011-08-30
6911,Vivian-gel,5,好温馨！！！超感人！！！,2011-03-20
6912,sonic monk,4,我难以理解哭的人的心情 但绝对认为这是美好的快乐的电影 值得影院观看,2009-08-13
6913,Over5,5,稍纵即逝的人生,2009-09-07
6914,猛汉世雄,5,松鼠！！！！！！！！！！！！！！！！！,2009-10-24
6915,巫,4,浪漫,2009-07-18
6916,= =,5,年度最佳~,2009-10-25
6917,阿呆,3,cross heart,2009-08-09
6918,麦克白,4,又看了一遍，又被开头感动到了。。,2012-06-19
6919,我还是我,4,x,2011-08-03
6920,羊男的乌鸦,4,Everyone has his dream.,2010-01-29
6921,echo,5,you are my best adventure,2009-08-11
6922,人可,5,太美好了 我一向对于有老人的电影完全没有抵抗力,2010-12-09
6923,梦里诗书,5,温馨的伊始，从两小无猜到相濡以沫的爱情，以让《飞屋环游记》蒙上了令人神往梦幻般的基色，为了一生承诺开启那荒诞忍俊不禁的“飞屋”传奇，并非仅是老人卡尔为了妻子的遗愿，更令自已走出了那用回忆禁锢自我的心灵牢笼，生活永远不当失去的是希望与爱。,2015-04-08
6924,自找快乐 自寻烦恼,4,人老梦想不老,2009-05-14
6925,詭怪朝气蓬勃地,5,恐高...,2010-11-03
6926,事儿妈,4,捣蛋熊孩子和顽固老不死的奇幻冒险之旅：最终老不死又变回了熊孩子，而熊孩子也终有一天会变成老不死……本片讲述的就是这么一个熊孩子变成老不死后又重拾童心、重拾勇气、收获亲情、回味爱情的故事……,2016-09-19
6927,SPEC,4,我每天都要跟自己说一遍 确定自己没有忘了自己的梦,2011-03-12
6928,影子的影子,5,青梅竹马直到白头偕老的爱情果然是最令人向往的。卡尔和艾莉的爱情让我和我旁边的女孩完全没有办法控制住眼泪，但那样的感情还真是可望不可及的。,2009-08-15
6929,[已注销],4,感动+搞笑+创意,2011-01-09
6930,郭襄和杨过,5,"还记得你童年时候的梦想吗,去实现它!!!!生活永远是有惊喜的!",2011-08-05
6931,猫盆儿,5,零零散散看了好几遍！,2010-02-05
6932,Gu.,5,可爱的小狗“叛变”  看到艾莉勋章那里，差点泪彪了,2012-06-19
6933,dddddaisy_____,4,天我的气球,2011-04-15
6934,彩虹几度,5,关于生命和梦想，幻灯片有催泪效果，慎用。,2010-01-05
6935,vicissiJuice,5,PIXAR最愛～,2010-01-01
6936,shawnj,5,卡尔和艾莉的人生掠影让俺眼窝子热了一下,2009-11-30
6937,Coffeebreak,5,Pixar真的没有让我失望过。,2009-08-05
6938,歪歪,3,有人说梦想的实现不在乎早晚，有人说梦想只有在梦中实现。,2010-07-11
6939,啦啦 | 岛屿,5,赞！,2009-06-24
6940,cocomars,4,那个老头很有爱～,2011-03-19
6941,Scar59,5,"温暖的爱情,留下来的人如何开心的过下去.",2011-03-24
6942,睡在悬崖上的人,5,好温馨,2012-06-18
6943,饭范儿-3048,4,小胖超可爱。,2010-07-12
6944,南卡,5,小胖子很可爱有么有,2012-06-18
6945,Lyx,5,五星全给片头,2012-06-18
6946,种树的老猫,-,真、善、纯、美，想象力插上翅膀。,2012-06-18
6947,残酷的真理,5,配乐精彩，看了故事肯定了一件事，美国一定没有拆迁办！,2010-11-14
6948,藝.,5,"我喜欢每个人的梦想都不会破灭,我喜欢这个世界布满危险,却充满爱.到最后我发现其实我是喜欢迪士尼式的美满结局的.",2009-08-14
6949,no.9,5,老早就说要一起看的，太棒了！片尾都很棒！！ 10.28,2012-11-04
6950,Hanabitheo,5,感情戏，好啊,2009-08-21
6951,玖萬,5,一则关于人生关于梦想关于信仰关于重生的寓言故事！,2010-07-31
6952,大头,5,只要和你在一起，就是天堂,2009-10-26
6953,晗·许我向你看,5,“你是我一生的冒险”,2009-10-29
6954,长江七号,3,完全不是我喜欢的类型,2010-08-07
6955,麦兜,5,爱是追寻，爱是放手！,2009-08-31
6956,whyzhenzhen,5,大概就只是想和你一起努力去同一个地方，然后回想我们一起走过的路,2011-05-06
6957,Cherry,4,梦想,2010-03-16
6958,唔里哇啦,5,除了日本动画，原来美国动画也懂得梦想,2010-08-06
6959,斑马的故事,4,简简单单，平平淡淡的小日子才是最真实的幸福，平淡，知足,2017-04-19
6960,可能是蔬菜,3,小胖娃，喜欢你哟~,2011-04-03
6961,principle,5,六颗星,2012-04-07
6962,阿宅Doooooris,5,很感人 完美的结局,2009-10-14
6963,想太多小姐,4,虽然有多处的不合理，但此片依然深深的打动了我。我哭了。。。,2009-09-07
6964,dying,5,内牛满面……,2010-01-13
6965,D.JoY,4,浪漫得一塌糊涂,2011-05-17
6966,南国之冬,5,皮克斯总是那么有创意，开始几分钟就让人把持不住了，后面虽然没那么精彩，但也算难得的精品。,2009-05-13
6967,Anakin,5,如果你还相信这个世界上还有美好的东西，去看看这部电影吧。cross my heart,2013-01-08
6968,刘小黛,4,3D果然结棍 好爱好爱,2009-08-26
6969,Wesker,5,终于看了···,2009-08-16
6970,李小王,4,好温情,2012-05-25
6971,LifeArtist,5,梦暖如昔，始终如一，这是最华丽的冒险。大花鸟挺萌，小肥胖子有点讨厌。,2012-12-27
6972,HelloJinnie,5,开场十分钟，哭成个球样。,2009-08-09
6973,only,4,哎，，老爷爷的真爱，，小孩子的真心。。,2010-05-22
6974,Demi,5,最后，还是个人乖乖地在寝室看了。,2009-08-28
6975,萱草离离,4,升空的那一刻我哭了,2010-05-05
6976,白.茶,5,最後那些無聊的事，才是我所懷戀的。,2011-05-30
6977,Sullivan,5,感人,2010-05-21
6978,銀河映畫,5,"相册就是回忆和好时光。
会飞的房子就是梦想。
他是在老年的时候开始追梦的。
所以，永远都不晚。",2010-01-25
6979,夏日,5,前半个小时，我泪如泉涌，可以给7星了。做我的亲人，让我还敢做我的梦。,2010-02-15
6980,咖喱老人,5,还没来得及做的事情就快去做吧，梦想是每个人的权利，但为什么总是到来不及了才想着要去做呢……,2010-01-31
6981,Trouble,5,感叹号知道不！,2011-07-17
6982,小小,5,看飞屋让我两次想起＜回忆积木小屋＞。可如果只取从片头到艾莉去世到飞屋升起，最后给个瀑布画面的话，那么必将远远超越＜回忆＞。我总是记得那些无聊的小事情……”“感谢你给了我精彩的一生”。,2012-09-08
6983,简单是美,5,".可以说...2013年来 看过最好的一部电影了.虽然是以动画的形式出现的.....
简简单单的遇见你,   命中注定般爱上你。平平淡淡的在一起，有你在。是最大的幸福。。",2013-08-03
6984,八戒,5,老头子,2009-12-13
6985,高压电,3,家庭动画,2010-12-25
6986,天涯·明月·风,4,很good，很like,2010-07-11
6987,五色全味,4,stuff I‘m going to do。。。看哭了,2009-08-05
6988,周游列国,3,无感,2012-06-18
6989,小样儿,4,别人看来最无聊的事也许正是你的梦想。,2017-04-18
6990,老喻伪文艺,5,关于梦想，关于爱情，关于人生~,2012-05-25
6991,青黛,5,梦想，童真，坚持，感动。,2010-12-15
6992,Seamoon,4,"That might sound boring, but I think the boring stuff is the stuff I remember the most.",2011-03-13
6993,王拖延,4,说实话 我给不了五星 制作没话说 但是剧情~~~~~,2010-02-23
6994,让保罗切小田,4,我們的家。在伊瓜蘇。,2009-08-12
6995,Whisper,4,爱情、梦想，气球飞起来的时候很感人。情节其实蛮单调的，但笑点不少，只是这部片子里的黑暗元素让我不太适应,2012-03-16
6996,遙遠,-,皮克斯版本的纯爱是这样的……,2009-11-13
6997,Ronnie,5,应该是我看过最棒的动画片了 感人又不矫情 IMDB评分高于WALL-E当之无愧 刚开始的回想真是感人 里面的几个动物都好可爱,2009-10-25
6998,[已注销],5,老爷爷为了完成妻子的梦想而带着房子环游世界，这个胖小子只是一个小学生，为了某个学校组织的活动而去老爷爷的家。 老爷爷在学校舞台上给小子戴上徽章的那一幕还是最后房子终于在妻子梦想的地方安定下来。,2011-01-09
6999,可乐杨,5,太好看了！,2009-10-23
7000,e|理智型神经病,5,没有人尝试那个卖假JB的想法么！,2012-08-31
7001,大头绿豆,4,"结构很精细。艾德输光了钱的时候，恍惚出门，扶着墙吐，很真实。一贯老实的厨子打劫前突然说，带把刀好：Guns for show,knives for a pro.——你是不是有什么不为人知的过去？我不知道是马上要打劫可怕还是你的过去可怕。",2006-07-17
7002,任晓雯,5,中国多少年轻导演在学这风格,2008-11-02
7003,老鸡｜扶立,5,嘛叫编剧功夫？界就叫编剧的功夫！,2008-01-10
7004,Adiosardour,5,大轮回剧情，赞不绝口。配乐无比踩点。特写连毛孔胡渣都分毫毕现。摇摇欲坠，坐在各种笑料回荡的嘴角上，寻着被烟熏的发黄的咯吱作响的牙齿，就快要从这口腔中滑落下去。笑到背气的是帅哥那严峻，放纵时而又苦逼崩溃的脸。铤而走险后疯癫狂欢，年轻人们决不会想到这一切都只是纠葛的开始。,2010-11-22
7005,唐小糖·,5,"克里斯说:""整个过程让我感动!""",2006-11-19
7006,衣服,-,周杰伦捧红了萧邦，疯狂的石头捧红了两杆大烟枪，夜宴捧红了哈姆雷特，集结号捧红了太极旗飘飘？,2008-05-11
7007,Soblue,4,我觉得这片儿里的小混混们都挺有型的.,2008-07-10
7008,独行狼,5,从此开始喜欢上英伦范儿。我真的是太喜欢这部电影鸟。,2008-07-18
7009,小耳朵图吗,4,貌似疯狂的石头就是在模仿这部片子。麦当娜的前夫的作品。,2008-09-01
7010,影志,4,犯罪都那么的英伦范，盖·里奇构造了一出无巧不成书的黑色喜剧，调侃、刺激，别有一番滋味。“四个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。”,2009-12-29
7011,轻飘飘的旧时光,5,疯狂的石头在他面前只是浮云,2011-04-09
7012,贾不许,4,"If you hold back anything, I'll kill you.
If you bend the truth, or I think you are, I'll kill you.
If you forget anything, I'll kill you.
In fact, you'll have to work very hard to stay alive, Nick.
Do you understand everything I've said?
Because if",2008-12-15
7013,Chris Tang,3,谁说这片子比猜火车好的?,2006-11-23
7014,Miffygaga,5,果真没让我失望 喜欢这样能让你笑着紧张的好电影,2007-09-30
7015,文泽尔,5,和be cool同类的巧合，全是喜感的巧合..黑帮的轻喜剧 两柄大烟枪作为串场道具，比钻石和石头什么的要妙得多了..当然也远强于那幅莫名其妙的画作..盖里奇越玩越糟糕，被自己造出来的黑帮多线串烧模式给彻底困住了..,2008-03-19
7016,老阿飞—故园,5,此类多线杂糅叙事的代表作,2006-01-08
7017,眠去,5,昙花一现。但值得纪念。,2008-02-09
7018,战国客,3,可能是先入为主的关系吧，感觉没有后来的《偷拐抢骗》好~~,2008-03-18
7019,杜边生,-,某2，这是正宗英范儿,2006-03-02
7020,掉线,4,前半段很一般，完全是为后半段的惊世骇俗做铺垫，不太喜欢电影的色调，画质不太好的感觉囧,2012-08-29
7021,嘉得乐,5,黑帮电影又焕发了青春,2006-02-21
7022,★☆☆☆☆,4,（8/10）对于脸盲而言前半段大概会看得很痛苦，但后半部理清线索后会是各种神奇……不算入赌场BOSS，这片一共有五股主要势力在斗殴：欠50万的（买了两支大烟枪去抢劫卖白粉的）、卖白粉的（高尔夫球）、毒品供应商（黑人势力）、熊父子、两个不认识赌场大BOSS的小混混……,2014-03-31
7023,劳永逸,5,说《疯狂的石头》好看的都到一旁蹲倒抱头唱《东方红》去！,2011-09-07
7024,能工巧匠沙门哥,5,爽到歪.,2007-08-17
7025,心生,3,吹得神乎其神，也就那么回事儿,2012-06-11
7026,LisaLeung,5,难以形容。,2009-10-01
7027,席天幕地,5,基情四射，黑色幽默啊，里面看起来威猛无比的大佬们，其实个个都有衰像，霉运，借用宋小宝那句经典---你瞧你那损色~~,2017-04-06
7028,梦里诗书,5,多线程交错的电影手法在《两杆大烟枪》中令剧情妙笔生花，环环相扣逻辑严谨的黑色幽默，让人看到了英式喜剧独到的魅力所在，更让人不可思议风格如此成熟，精炼到老的佳作居然是一位名曰盖·里奇的导演首秀，或许正如电影那样小人物总能带来惊喜。,2015-01-22
7029,囧叔,5,傻逼翻译误导了我这么多年。,2013-01-01
7030,宋小君,5,巧合，多线并行，圆形结构，黑色幽默。神作。,2013-11-25
7031,LORENZO,5,浓郁的英伦范儿，搞怪的人物性格，多线交互叙事方式，无比精准多线互绕轮回归一的剧情，开放式结局，多处变速剪辑，以及精准切合的配乐，加上一帮英伦痞子的优秀表演：超值的五颗星！最喜欢的片段莫过于四人得手后庆祝的变速晃镜长镜头以及定格递推的开放式结尾，三个字：超喜欢！,2011-01-10
7032,狄飞惊,4,更加期待宁浩，盖里奇胜在优雅和作派，还有主题上的虚无与挣扎，而宁浩的幽默并不逊色，其中国特色的细节尤胜盖里奇，铺垫也更加巧妙简洁。,2011-03-29
7033,别人老公,4,经典制作，像东邪西毒一样，台词是亮点,2017-04-11
7034,峰峰峰峰,4,你敢骗我，我就杀了你。如果你敢耍我，或者我认为你在耍我，我也杀了你。如果你忘了，我也会杀了你。事实上你要很努力才能保住小命，我说的话你听懂了没有？因为如果你不懂，我就杀了你。,2013-06-03
7035,同志亦凡人中文站,4,我X，混乱得可以，荒诞得可以！！！！,2013-05-01
7036,xīn,5,在资料馆第二次观看此片，观影感受非常之好，整体极为流畅。大的叙事架构比较到位，但更关键的是处处反讽的幽默/荒诞氛围的构建，一旦进入其中的逻辑，便欢快的无可自拔。,2008-02-03
7037,冰红深蓝,5,"盖·里奇惊为天人的处女作,多线索平行叙事的犯罪片经典。前十分钟人物和背景铺陈完后就毫无尿点,环环相扣的精妙结构和数不清的黑色幽默让人血脉贲张,古怪的英式口音和台词真是越听越来劲！双关的片名和配乐兴许要查资料才能理解,但如老照片般棕黄单薄的色调和神经刀的剪辑,真让我high翻天。（9.0/10）",2015-03-18
7038,薇羅尼卡,5,很棒的片子，几伙看似没有关联的人，其实暗藏着联系。结尾最精彩！,2006-02-04
7039,望总3月1日90斤,5,先看的《Snatch》，仍然被这片子煞到了！一开始没怎么分得清几伙人，快到一半的时候突然悟了然后这片子开始越来越好看。英国佬的那种独特的幽默感简直不是美国快餐文化学得来的！中间数次笑到不行，就算大家杀来打去也搞得乐呵呵简直太讨厌 > <~ PS :你们不要再打情骂俏啦！,2012-11-25
7040,夜西✿west,4,整体很棒 节奏紧凑 OST也喜欢【但是前半部的时候把大部分精力花在认人上了。。减弱了欣赏电影本身的乐趣。。人物太多也算是个bug吧？虽然是多线叙述 有些人物其实是没必要出现的吧 比如那个晕乎乎的姑娘。。还有dog一伙人少两个其实也不影响。【白雪公主和三个小科学家那伙人好萌烫钱的环节好喜欢XD,2013-02-13
7041,南國紅豆北國枳,5,原以為本片會有撲面而來的雄性荷爾蒙，但影片最強烈的特質是黑色幽默和搖滾氣息。Guy Ritchie操控下的多線並行，環環相扣，不同於Alejandro González Iñárritu和Christopher Nolan，淩厲流暢。攝影和配樂驚豔，尤其是Nick Moran輸了牌局之後的一系列特寫。,2011-09-04
7042,奇爱博士,5,当代多线程犯罪经典，迷人的英伦范儿。宁浩的《石头》抄的也很经典。【电影资料馆】,2012-08-31
7043,bamboo,5,伦敦街头的小痞子都这么有型--truely！！！,2015-11-24
7044,蓝下老婆,5,黑色幽默，剧情特吸引人，精彩，经典,2017-04-11
7045,原来是西门大嫂,4,英国口音总让人觉得在唱歌……大部分都是结构上的生理快感，导演想说的话很普通。,2009-06-06
7046,我是大皮哥,2,干！！！看了两遍还是欣赏不能让我很受伤！！！求问那些写评论说笑到在地上打滚的亲们帮忙整理笑点！！！从头到尾我还有印象的就只有那句“What the Fuck are you Doing!!!”！但特么就连这句话也是因为今年看了《世界尽头》因为自嘲的那句“What the Fuck does What the Fuck mean?!”笑的！,2013-12-08
7047,乱,5,看过的又一部多线叙事最后汇于一点的影片，精巧的构思，穿插其中的黑色幽默，都会令你在观影过程中感叹导演的才华。整部影片也不像其它类型片一样以连接好剧情这个圈结局，反而给观众留下了发散的空间。整部影片没有对某个人物的突出，大家品分秋色的演绎，构成了整部精彩的电影。,2011-09-10
7048,饲养幻想,5,"跟velk一起看 巨爱 无敌了 充满紧张 诙谐幽默无处不在 智慧充满剧情的每个隙缝 ""你看吧 我要慌乱的走开了""  ""与魔鬼跳舞 只能等音乐结束""",2009-11-27
7049,阿依达,5,太牛逼了，神一样的剧本啊！各种人物，形形色色的事件，最后神一样地串联在一起啊，这是个什么逻辑啊！无语了！神片！无话可说，编剧经典范本其实就在这里啊！多线杂糅叙事啊！每个人都有极明确的objective啊，以至于conflicts特别明晰激烈极其好看啊！《疯狂的石头》也是学这个的吧！,2011-09-26
7050,简落,5,第一次看黑色幽默片，够劲道，虽然有些英式幽默并不好懂，但不得不佩服这些大、小人物的喜感；另外，对白简直就是rap，节奏很棒。,2012-05-26
7051,Amandachun,5,英式黑色幽默真的从心里能笑出来，不过比德国人的逊色。但是好片不怕，20120831自己在电影资料馆看的，6点半不到已经几乎全坐满了。很多人坐在了过道上了。实在是太黑色幽默了，尤其结尾那块，哈哈哈笑声充满了全场，还有那对父子，爸爸不让儿子说脏话。以及最后那没有子弹的枪,2012-08-31
7052,Nortown,5,这部里奇的处女作质量奇高！将剪辑作用发挥得淋漓尽致，类似低俗小说的故事结构，又不同于昆汀几个故事串成环的叙事手法，一气呵成又不失水准，张弛有度。开始人物登场时的停格，画外音，信息量很大，脸盲的同志们挠墙去。过程悬疑中带着动作，酣畅又不失风趣，真是人在做天在看，各种巧合太黑色幽默了,2012-08-16
7053,韦恩斯坦_李,5,爽透了爽死了！哈哈哈。。。笨贼傻匪一箩筐，还有比这帮家伙更蠢的驴么？！狗咬狗，人吃人，一个轮回，美了小毛贼。故事本身就爽到家，各种拍摄技巧也相当给力，长焦摄影、超大特写、高速摄影。。痛快得淋漓尽致！这是正宗的英范儿！处处黑色幽默却透着英国人的绅士味儿，盖·里奇的风格和昆汀有一拼。,2011-03-19
7054,zumaqiong,5,这四个小混混啊！在那个科技不发达的年代，小混混们拿着破枪去抢劫杀人还真需要点勇气！绕来绕去，他们四个搅的局，最后虽然颗粒无收，也无伤性命。人生啊，巧合啊，再拽，拽不过命运啊！黑色幽默！OST大赞！,2012-11-24
7055,★冰凌宫★,3,都说这是GUY先生最经典的一部，可我看到最后却觉得很搓火，麻绳套儿到最后并没有解好，而且我最不喜欢看见那些拿到与自己完全不相符的杂种，因为他们不配，JASON那时候好清涩啊！,2011-11-28
7056,白猫警长,5,我总觉得开头找托儿这一场景发生在中国简直太贴近生活了，一次性塑料袋也是。导演确实是才华横溢，他给我们开辟了一个黑色幽默的新领域，也让中国年轻一辈的导演好歹学了学，你要说宁浩他没看过这部片子我不信。,2010-06-19
7057,竹或子,5,经典啊Guy Ritchie拿捏精确的稳准狠处女作！看了这个再回头想想宁浩也就不足为奇了……镜头晃得很赞，譬如Eddie输掉赌局的时候；整个色调很潮湿，基本没有亮色；基本没有女人戏。（英音爽死我了；还有Sting看咧,2009-04-26
7058,冷冷,5,很牛逼的一部电影，看得晕晕乎乎的，感觉人生这么黑色幽默，很无语…………还以为导演是昆丁，查了豆瓣才知道是盖里奇，还是电影处女作，这天份，无以伦比啊。,2011-07-07
7059,###疼,4,Guy Ritchie的神作，超多人物错中复杂的关系完全丝毫不混乱，极度张狂的黑色幽默！！！！惊喜不断，后劲十足！·风格化的镜头和轻快的配乐还有那搞笑的人物，经典,2012-11-16
7060,重芝士粗,5,太棒了这部！看得我鸡血了！整个过程都很有戏剧性，每件事都出乎意料也都在情理之中。所有的表现手法导演拿捏得很赞，几波人凑在一起对决那里是个高潮。最后一分钟的最后一秒都会料想不到结果。没有一句废话没有一点拖泥带水的剧情，用片子的话说：“It`s been emotional”！,2010-01-02
7061,无语清秋,5,英式幽默的巅峰之作！黑色喜剧的巅峰之作！巅峰之作的编剧创作！富含寓意和政治思考的巅峰之作！而这么多的巅峰加在一起的电影竟然是一个导演的处女作！,2012-03-25
7062,冀照寜,4,http://58.251.57.206/down?cid=7FCF37772D547AB8B03D790C81D44DF1967C39C3,2008-10-22
7063,心之呢喃,4,多路人马不同策划，最后意外连在一起。很惊讶这是导演处女作，故事结构很清晰，电影里也有不少漂亮的镜头处理。反倒比《摇滚黑帮》好看。唯一的问题，就是这种结构必然导致的人物个性被淡化了，或者说主角四人几乎没有干什么事情吧。,2012-12-14
7064,stknight,5,盖·里奇的处女作，风格近似《猜火车》，但却更胜一筹。本片连演员部分，导演都大胆启用非专业演员，其中部分演员更是生平第一次演出，是一部极具实验性质的影片。本来是跳水运动员的杰森·斯坦森也是因为这部戏走上了明星之路。宁浩的“疯狂”系列也是模仿的这部经典黑色幽默之作。,2009-03-29
7065,无所谓,4,funny and entertaining heist movie!,2011-12-04
7066,一片云,5,爱死这部电影，《疯狂的石头》也应该向它膜拜。。。细节繁多却不乱套，人物群多却鲜明，故事跌宕却有序。。。真他妈想夸死这部电影。。。,2008-05-28
7067,十二宫,5,coincident bring us so many funs. a big cool movie:),2007-10-15
7068,古正中,5,很有趣的巧合，黑色幽默很丰富，英伦很有范儿。据说《疯狂的石头》是看了这部后才想的点子，有意思。,2012-10-25
7069,Panda的阴影,4,《石头》和《赛车》的祖宗？—— 见过无聊的混蛋，没见过你这么无聊的讨厌鬼！哼！-2016.03.13,2011-09-03
7070,蚊叔,5,Top 10 Con Movies之一。经典之作。相比于Dirty Rotten Scoundrels之类强调“技巧”型的con电影。Lock stock把重心放在了巧合之上。所有矛盾都巧妙的汇聚在电影尾部。可以想象结尾是多么有料。总之，喜爱con movie的不能错过。,2012-04-19
7071,Arrhyth,4,跌宕反转的情节设计是疯狂石头类的鼻祖么。英伦风的冷笑话也别有一番风味。小猥琐的jason一定也没有想过未来会走硬汉风格吧，未来就是如此奇妙啊。,2012-08-24
7072,行者,4,好吧我到现在才看。。。看过N遍疯狂的石头再看烟枪会有似曾相识的感觉。看点：黑色幽默黑吃黑老虎棒子鸡小角色干掉大BOSS~,2012-06-18
7073,vivien,3,只能说各有所爱吧。混混群+乱糟糟+摇滚乐+黑色幽默不是偶滴爱。纯英音编导据说很强。Sting居然也加盟。男人的电影非romance。不过在同类题材算蛮领先。,2011-04-10
7074,Lan~die,5,很有快感的电影。社会秩序之外的人物，茫然又充斥着激情的生活，黑色幽默的台词，叫人跌破眼睛的叙事。英国人的喜剧无比双龟~,2006-10-21
7075,小妖,5,电影资料馆放映，被当天的队伍吓个半死，长度赶得上EVA当天的三分之二了，当然，厚度上由四五行变成了规规矩矩的一行，不过，也够恐怖的了。本来都想放弃了，想想都来了，还是咬牙排了，进去又找了老长时间的位置，才在一个小角落坐下。不过，还好片子确实很赞，总算值得大周五晚上这样一趟折腾。,2012-09-03
7076,野鹿迷山草,4,we're gonna do proper decoration job .i want the gray skies of London illuminated .I want that house painted red. Watch out for these fellas.Does everyone here know what they gotta do?,2012-10-05
7077,Skybow,4,最大的感受是，英国警察都死绝了……除了最后在警察局里外，整部片子就见到一个警察，还是个交警，那么大的动静都惊动不了警察啊……话说那些打劫的实在太牛了，军用机枪都搞得到，真神奇。最后不得不说，我还是更喜欢《疯狂的赛车》╮（￣▽￣）╭。,2009-03-24
7078,疾走,4,"Guy Ritchie is a genius. And, Sting, he was all I saw.",2012-05-31
7079,ReevesGoo,5,什么叫编剧，这才叫编剧，我看过最酷的黑色电影吧。盖里奇，你真是酷毙了。电影原声也超好听，各种英式摇滚、爵士乐听得超爽啊。同样是处女作，我觉得比昆汀的《落水狗》还要酷。,2011-07-10
7080,ReevesGoo,5,什么叫编剧，这才叫编剧，我看过最酷的黑色电影吧。盖里奇，你真是酷毙了。电影原声也超好听，各种英式摇滚、爵士乐听得超爽啊。同样是处女作，我觉得比昆汀的《落水狗》还要酷。,2011-07-10
7081,琪琪,5,前半部分铺垫交代情节，因为分支太多显得杂乱沉闷，后半部分巧合连连，冲突迭起，环环相扣，非常精彩。和《疯狂的石头》相比，气氛严肃了点,2012-02-27
7082,蘑菇猫会吐泡,5,绝对的经典，背景音乐超赞，笨小偷杀哈利时的配乐有杀死比尔的风格。至于错综的人物关系对于我这种不擅长记人名样貌的人看了两遍才算捋顺：nick the greek；四主角，隔壁，种大麻的，贩毒的黑人，两个蠢小偷，哈利和巴扎，有儿子的打手，共七伙人最后只剩两伙半。,2011-06-22
7083,wangzhy,4,精确，好玩儿，在绝妙的结构面前，煽情变得如屎一般，不值一说……,2010-01-03
7084,blacktea,4,四个好赌嗜酒的死党年轻人，一群毒贩对上流氓，印第安斧哈利差遣打手和催债人，黑人罗伊带一伙人，还有偷抢小毛贼、希腊胖子和交通警察也被牵扯进来…“出来混总是要还的” 多重混乱渐进式兼充满幽默惊喜的巧合，配乐带感运镜很酷，绝对是一碟美味下酒菜。结尾摇摇欲坠的状态恰到好处，哈哈,2011-05-05
